---- start log ----
---- start log ----
frame_33b94b4463f811e564f2084d5fcdab2e_5dd58b0e0c11086e6e9f24733614f441_30000-1280_720	day->Night [45.0]
frame_51a94d0eec5d742ff3457210da635555_132fd1a5cd8dcfb53b7832f223863a35_30000-1280_720	night->Day [128.0]
frame_9780815ef8876b68d1cb75714bdf83e7_32833a98274c19cc5fc0763dba7c2bc0_90000-1280_720	night->Day [118.0]
frame_4da5e9d4-95b0-4e1a-9ac9-a96e0689702d_00000-1280_720	night->Twilight [65.0]
frame_3d74dde567f8bc0319d59bf9c0ba5356_0fe374c27dff00d44dd602a450c6584a_60000-1280_720	night->Twilight [66.0]
frame_9e5dafa1c43df88177fd0f7b337e8945_0c1440485ec3311e85a5b8e6e8e6a645_30000-1280_720	night->Day [83.0]
frame_a078e71f409d65e5a8372271f2e1b712_22e88860199751edb48b52d6ee04b71e_90000-1280_720	night->Day [135.0]
frame_30d21e7dccdd0b594ca86d525e4b0881_1baa9555c0ff5e77a278fc1bb6e58000_30000-1280_720	night->Day [164.0]
frame_e08ca4cd8d71e6eb7225ee233dce2202_4edab508a85d2b7a55d0056a2e1e185f_30000-1280_720	night->Day [115.0]
frame_3b11a73cb677801b31e2216144a2f76b_e1a2b5c8878e75d846e223f42253c268_60000-1280_720	night->Day [120.0]
frame_2d87c8c6-08d2-4d8f-a472-5ca2f75953fa_00000-1280_720	night->Twilight [60.0]
frame_9fc898c9b6f76491e85688a71b7e0861_b0cc341c6fd76fe618f70a4a7691da3a_60000-1280_720	night->Day [130.0]
frame_658e3bcf9c5d9808c6b4b404bfcac9ac_5b2dfd637776dc802cc7bc56363d281b_30000-1280_720	night->Day [128.0]
frame_9fc898c9b6f76491e85688a71b7e0861_6ad17c1d99f872770597e7cb9b7477cc_30000-1280_720	night->Day [93.0]
frame_ded274bf9383c72754cbcd09198209ec_ec2f04700a6c8dd3b12deb134ec9153d_30000-1280_720	night->Day [75.0]
frame_5da897cb-4d93-4e43-a28c-37b840a7889d_00000-1280_720	night->Twilight [61.0]
frame_36bbf12b4a692dfcb961b793dd298d41_96bb1757cf2fdcbcffc4b9149b6ec089_0-1280_720	night->Day [72.0]
frame_d2cbda93df68ebf84dbc5776bbe15885_d456477c890d63674aba8b85843240fa_30000-1280_720	night->Day [88.0]
frame_f576cec9127ba6a47ffe6fac634f1ba1_dd4a7b54e926c141d765ca1cac1747a1_60000-1280_720	night->Twilight [63.0]
frame_cfbf5b79fafedc4a48ea66f4b56459f6_156e241dc00d818079c1f30d54619afa_60000-1280_720	night->Day [100.0]
frame_9897bcd84de391cb65876fbf85343e0f_2e89e343d3e52e86c8e29658e107002d_90000-1280_720	night->Day [88.0]
frame_a3e1cd6ed1bbe99a5506387117059435_589e036ff51b85575aedabc1da3e77d3_60000-1280_720	night->Day [113.0]
frame_f129a682-54ea-4f66-89b7-cfd5b187f4d9_00002-1280_720	night->Twilight [66.0]
frame_51d5a8472a1d0476548489194bc9ce5d_3b92f73119f32a980237efebe53c0e29_30000-1280_720	night->Day [88.0]
frame_a8a8cb8d-0efa-4f8a-9d83-2547cd580db0_00000-1280_720	night->Twilight [63.0]
frame_ec9378a1a0a8c826a5e437d6f9ab1af7_cccf6140236b390b4b1d877cb78d4769_60000-1280_720	night->Day [90.0]
frame_41c9592341345f65c3324aa7dc579496_2a0d13cdf8a09aac6f2bc15d691a29bd_90000-1280_720	night->Day [74.0]
frame_30d21e7dccdd0b594ca86d525e4b0881_7d7e282ffb88a110eac97191e76c1648_0-1280_720	night->Day [164.0]
frame_f3589fa8fc62c98d59680d4a00d7c25e_4eb281ce8d3b86e429ef226bd4c2c5f3_90000-1280_720	night->Day [107.0]
frame_c1d4aa801e96cecd614f8d1ce7ae04dd_e900f9f243e357eb360e9ae669cfdd8b_0-1280_720	night->Twilight [68.0]
frame_0bb354c5fad6c2905b2ab9fdd0ed8884_61472cbc1b797a4d03e5a766a979f67e_90000-1280_720	night->Day [72.0]
frame_26443ccedea8928b20d42c7137bb3b62_c0afbc97d6cc70f1ed53a80e9abfe313_60000-1280_720	night->Day [143.0]
frame_57fe87a943a6dcdaae9509e722c4cb3b_2ea0f548223d178bb1de0ab3fe8793d9_90000-1280_720	night->Day [82.0]
frame_f98f90548ce601c46dee4a6a96fa3129_a347c341ba8a7587662c2e0f0619f3e1_60000-1280_720	night->Day [91.0]
frame_a5237a31d5f09f372ce0be11b3a3b88e_11236e6d59cf786dfa7fb589b79f61a0_30000-1280_720	night->Day [108.0]
frame_f21978a13808d1bbace145dd25a11e48_7ee53a81bfbb59cb5d49870a4e1009bb_60000-1280_720	night->Day [117.0]
frame_074f794d6bae43bc84473877920e01f9_a0d38a4fb2465368981fc4c686f7bc85_90000-1280_720	night->Day [80.0]
frame_64f5defc5643ce6e492b73b0720391d2_182a4a9a7e64d731bd51aca9d4259450_90000-1280_720	night->Day [85.0]
frame_2ce47a213c9e4eb08a0f2c2a9f823599_15451eddc583275ea86407cd86448918_0-1280_720	night->Day [77.0]
frame_285ca60188b2fb6a9cfbcefa65de530b_b309dd908de3a2c40360a4aa1028b0d3_60000-1280_720	night->Day [70.0]
frame_c5e4ce72869a224048fad1be9f69ac88_ec7604be8b3b4461377cfd343d407b3c_60000-1280_720	night->Day [102.0]
frame_9e991099ad0b55fc1a574e739974ce8a_2b5258cf560c5336b6808bc11ca34ad1_30000-1280_720	night->Day [132.0]
frame_dee7d72d31cf2615ecfde1c245f6d34e_64868d47a1fda3e87faf03cfa4befef2_30000-1280_720	night->Day [126.0]
frame_0dcfea28e8b820aafe9ce12c12786abe_94ba9ad0d311397830fa97fa84f54525_60000-1280_720	night->Day [128.0]
frame_c1a84ae19910a80c49e654bd7d750ec4_48444acfa77efd846e3d7ce9e888545a_90000-1280_720	night->Day [96.0]
frame_4e925e79ca81d78cdadbc531ffc7c62b_fc1b7d957cfd039e5cfd1dcab7b80383_30000-1280_720	night->Day [77.0]
frame_0cb3ff49bb3ec085b3cec1d02e4d91d9_44e905d6eb9256a62448ad6a75dad6be_60000-1280_720	night->Day [90.0]
frame_35f0bafc9838751025e538e23c012096_b85efa36b262aa7bfe5356ac6441a3ff_90000-1280_720	night->Day [117.0]
frame_86e127f75b7618981347ce07142221fa_f248a03580c7caabfa236df4d09a85f2_90000-1280_720	night->Day [108.0]
frame_754a201b65aede4e634d012c91674a32_460d8ceb46673cfe8ef5ce9588c23740_90000-1280_720	night->Day [74.0]
frame_c4bb1d0dd2b9f1096087c03aa163b9de_93cbf5464c57d339ba0905442675399c_30000-1280_720	night->Day [97.0]
frame_5c4152d2cfec714d43d1d9706d412005_9cf43a39901d3ef1ac99fb0b677cd09c_90000-1280_720	night->Day [78.0]
frame_c4c1b7c0-9995-4528-ab6f-57dfe5547b79_00000-1280_720	night->Day [69.0]
frame_74ece862c0bdaacd1a7308087fd483bf_eaf21c98a87c74f5a6a4d51c4f621138_30000-1280_720	night->Day [147.0]
frame_6798beac2254b128cbd7433f8814a425_9bc319ad3d950afb53b7edf4a6a020c2_90000-1280_720	night->Twilight [63.0]
frame_41a85e478e5398ef4f02632410db966c_45fe6155a898f444ea6bb4c914bfb4ca_30000-1280_720	night->Day [153.0]
frame_97831bb8e56fdb0edd04255ac091ac52_e63e87c359ed867610cadc14478d108f_0-1280_720	night->Day [101.0]
frame_5b304e08bf1a0dbd2be5722f87223107_f1e54cf8d07b7e8a05f125b5996996f5_30000-1280_720	night->Twilight [65.0]
frame_c73dceed-29fa-4861-8d15-8f2557716ef6_00000-1280_720	night->Twilight [63.0]
frame_12637926fbcbb8a83f43f646f4ea3898_b4d10f44f6d3d76eae635d200199610c_0-1280_720	night->Twilight [65.0]
frame_e396ff382eef827588e69b1b6ab57695_ba88d2e70b1d6a433b32d2f8ef6fc548_60000-1280_720	night->Day [115.0]
frame_7e4c65f7d1d4577b142b71a150fd70d7_1b41245ca2ebee98554e1f379d3dad93_0-1280_720	night->Twilight [65.0]
frame_ddcdd0cb2e4a08e03398e094934d5c3f_4248f0cb217fa7672f9e8a2d47505ef4_30000-1280_720	night->Twilight [67.0]
frame_a3d664e1d4381d3361ad1e772d1df725_3860144b0f3880b065961a521000e1cd_30000-1280_720	night->Day [74.0]
frame_98f93f8dfbde59f80961bba67946593f_da8d7cfb7c40c41ff66c4509894c3934_60000-1280_720	night->Day [107.0]
frame_e08ca4cd8d71e6eb7225ee233dce2202_d7bab637f8af4607feed65b20cef411d_30000-1280_720	night->Day [103.0]
frame_b53053ced97dcfe2588007da7234c240_20a39c812ec73976986f281b44c77620_30000-1280_720	night->Day [75.0]
frame_364031b125a6e4b6a3e3e6300faab0e2_07b9705fb7e6a5e829deea57ba535746_60000-1280_720	night->Day [106.0]
frame_ac867c6dea236f4d5b4a0ad0a02216e4_21a44527ddccf4128227e520222c5c2e_90000-1280_720	night->Twilight [60.0]
frame_849be9dfac21c74bcd6f8b779ba99196_04063ebcc647ac59c395eb88dc159069_0-1280_720	night->Day [77.0]
frame_7c1fdb70930f202cb58012343669e50e_7c30b054235ee6d64276491ff407e48f_60000-1280_720	night->Day [71.0]
frame_bbe05883741c7b66cd61cffd9c3fd06d_07897f45800719af33792e86c5c6f749_30000-1280_720	night->Day [69.0]
frame_e08ca4cd8d71e6eb7225ee233dce2202_f0d4bbc467bafa7ba5678f938ac87e14_60000-1280_720	night->Twilight [62.0]
frame_d4cd62a684322a5c2655b81a129592a5_8ee38632b07959ba34300f49167d2fdb_0-1280_720	night->Day [108.0]
frame_b43b1ef62bacbc8edcb49861cceafc0d_4cf4929e73253d813869d98f699c8f73_60000-1280_720	night->Day [86.0]
frame_da6523946f5e40cf1ff0c29b94a02c0f_26a47d872d5537dffffca1372b92422d_60000-1280_720	night->Day [100.0]
frame_fce4ed99436666e254ade10f191dadf3_d5a95de18b23d0b5315708311726cc59_60000-1280_720	night->Day [69.0]
frame_3a80e7f4329349dcdaf2d0c74f5259f0_642ce31e6f6e87309e77630c3feee2c0_0-1280_720	night->Day [84.0]
frame_52c0c910-c388-4ad6-8920-7dc845771f12_00001-1280_720	night->Day [79.0]
frame_17e130431fbafa400f1fad5207ef5afe_8bcfb076de487ceab86036cd91d43157_60000-1280_720	night->Day [92.0]
frame_b845a7e07c1da209b221fb783e95a656_ba8348e2f303d59ae27c0d641b31b806_0-1280_720	night->Day [76.0]
frame_fb37724fa2cb948e61615cbc56fc18e5_c2f49ab3ed1476d54e9b48fb49f9fda5_60000-1280_720	night->Day [118.0]
frame_d0094cdfed95297914c4404a3768c7f0_e61f4797fa4c27b38c0d3bf460b4d6bc_60000-1280_720	night->Day [80.0]
d597939c-c1e1-4401-9a7c-7316019d9858.mov-0001	night->Day [86.0]
frame_1bce91296283c4a36fbe5741d07756e7_aa4fd2f64c6657064dec7b78f3786264_30000-1280_720	night->Day [126.0]
frame_0cc2df5de90499b0aef0c0e653f42e84_00d295de4a308e7ceac521567f23655c_90000-1280_720	night->Day [85.0]
frame_b4fd7f17b95867a131f26369d87eb084_e1303e9dfe0efedede3626b9eb17cb8a_60000-1280_720	night->Day [107.0]
frame_43447c096af2d83045acc9d010797618_155fbe58044186db4ced71460f277aa0_90000-1280_720	night->Day [137.0]
d76c1be6-0109-4872-a5e5-99031d7b527e.mov-0001	night->Day [90.0]
frame_05c3e17847ff03feac36c558ae4899f2_a5c36ce001906bd8c09df6a806c5bb71_60000-1280_720	night->Day [124.0]
frame_6b5772e691a339df04cfa24f6974eca3_a71357c4f79d40bd603b7caa9e5c8431_30000-1280_720	night->Day [102.0]
035bad73-a4c0-4580-a42d-dea774cf8756.mov-0001	night->Day [88.0]
frame_fd27eed04de4bc036ea88640488024f7_3fa0ed8f070d4dd58124a40d8da1b92e_90000-1280_720	night->Day [94.0]
frame_1e012d6301ba561f5c0403200dd57e41_add442d18ad2e3a1295412c8a9b79799_30000-1280_720	night->Twilight [62.0]
4111b11f-2f5d-46e1-940e-c7adbaf1bb1d.mov-0001	night->Day [113.0]
frame_5d1b22a3-5fed-45e0-a438-908d57545f9f_00000-1280_720	night->Twilight [66.0]
frame_f37b54d6edc5c9de2f14c833e5179631_c7f4bb906f2ff539331b46f6441ca039_0-1280_720	night->Day [122.0]
frame_28798aa15ba86c0a2f4085d7decb939b_91cccc793a553e3b1d1648c742115dad_60000-1280_720	night->Day [104.0]
frame_8e3195c29abc46371e79f246879ea5b0_328bb5332452e63df00ae981d08d8e9d_60000-1280_720	night->Day [147.0]
frame_0230e589935d88d229562abf8d4b7082_4481d421ca9f81595d29e43365808100_60000-1280_720	night->Day [73.0]
frame_364031b125a6e4b6a3e3e6300faab0e2_3163afccc34656aa8a3903fc019227c2_0-1280_720	night->Day [127.0]
frame_31c48f9e9e08f63cd8ef586ee629c483_89ab13097c701ecc8ad1ed8dee359bb1_0-1280_720	night->Day [103.0]
frame_9d68fea6ad9a094ecb39ed7dbbd591a5_2c262fee664cd06902d4b545de2703fb_60000-1280_720	night->Day [107.0]
frame_035c4d0e4a8fa8f5a4219b02a349a69d_24be6225559ad3f596be1095737fb9ec_0-1280_720	night->Day [83.0]
frame_4f8666a9c074b6257f3c370ce4dcb210_65665fac497b8f1c5d5fad2c8d4f7f42_90000-1280_720	night->Day [99.0]
frame_721bf6d92f5003364dd8f2f64b84e5ba_011a6aa38df62d302bb9b53f6db94870_90000-1280_720	night->Day [73.0]
frame_9ee9dcb1a7c021a3f1e82156906da6f7_19e2aa471517ccd98432aa003e2f918f_90000-1280_720	night->Day [104.0]
frame_7f3d6e6d615581ee11e805093c39e560_2d9fa92d258cfb93c2c67760de35ebc0_0-1280_720	night->Day [81.0]
frame_97e49fd62beced575e2c2fe229d33a60_e3aa8b0b952a27c4f697b9fc08a6c92e_30000-1280_720	night->Twilight [63.0]
frame_b14c444933bac23031713f4b69c58b56_94ae6406473d0e24cc8d79bc31a28c8d_90000-1280_720	night->Day [77.0]
frame_a3d59bd2e8068efee7ccc1296f251d0a_a43f997417b144b1eaa580a92c7dcc67_0-1280_720	night->Day [82.0]
ddf3a4cc-f9fc-4469-bbc3-d5ec124bd2d1.mov-0001	night->Day [76.0]
frame_eefd9733e7c740c1be6cf957b37dc843_cc726bdcfc4dabd64988f2cca8528d06_90000-1280_720	night->Day [128.0]
frame_e0447c25809bd55efb0b552569288802_a508d00039add87a581a3e1434a0b5cc_60000-1280_720	night->Day [68.0]
frame_86219f53999e601b293dafe1a3a227e9_1f83e5adb7fd15c566f597955732876c_30000-1280_720	night->Day [105.0]
frame_ae8d8b0aed379c8d4ff1fb1c63e4263f_740ec9fa56bc430713b43c7031ce193c_0-1280_720	night->Day [72.0]
frame_45cdb343b0d82b4a04475892f21983a5_4e44f550ef56f0a5ee666e86916d7d08_30000-1280_720	night->Day [129.0]
frame_acbc38aa600083cd76fb8f046b2ab057_7f3aa5b655adf560e567ec2555ea163f_60000-1280_720	night->Twilight [68.0]
frame_3f4913af60a30c731af78fc6a5f0fced_3642f5036f9cfc2bb5ea4098b39231ab_90000-1280_720	night->Day [105.0]
frame_3548c267-7f09-4c54-956a-742634bd7bcf_00000-1280_720	night->Day [69.0]
frame_9adb0dfb717f019ef83c80840995fbbc_11c4021022b9c3350b4cced4b6ef5eb2_60000-1280_720	night->Day [95.0]
frame_9d722bec96ddeeb568cd98859e5199ec_302d9d2481e85fb5891607a1f1c2612f_30000-1280_720	night->Day [88.0]
frame_b43b1ef62bacbc8edcb49861cceafc0d_82d7df9142c7f5721b826395ba454000_90000-1280_720	night->Day [92.0]
f27aa85a-76a1-4160-8cc1-34b02bb39b7e.mov-0001	night->Day [82.0]
frame_4e98535b5e4612c4f8d241a4c15fb4fb_bc674cb4f84454f4a4abbf19f429f783_0-1280_720	night->Day [111.0]
frame_9a169ba75eb088783f94d62cb8ba369d_f7652ada51eca63bdd4fbd16d043dd78_0-1280_720	night->Twilight [65.0]
frame_59ce06aec38d87688e3824611add511c_ee2520cff7f74a20b483fa4bf3b1e5a7_90000-1280_720	night->Twilight [63.0]
frame_c1c85c635702fc13c9bb08f9ecdf97ba_aae56a7c3ba63175c2280a7bca437095_0-1280_720	night->Day [99.0]
frame_08aaa2e61aa3e70998e2838cb66e35d0_edcd4bed8c59e840d45e4ac0b80583e7_0-1280_720	night->Day [129.0]
frame_037acf18-a870-4887-9b65-c9abf50089ef_00000-1280_720	night->Day [72.0]
frame_ea4c1d61a374237b50047948920210dc_b22b0ed2942b2f37e63509c728c7adbf_60000-1280_720	night->Day [98.0]
frame_7ef6fa675954ea0ed4254bd880402e0c_5a5cb807ca06441fad9f7eecba411b6e_0-1280_720	night->Day [105.0]
frame_fae731fd5b7df8c6aeaba7877d5e583c_93d94c5278d05c6db64a2e20f314c484_60000-1280_720	night->Day [75.0]
frame_9977c7eb6e5ab7f76769faed162ef85b_78ee9b0e291a5bf4a48d666f2d21311b_0-1280_720	night->Day [70.0]
frame_ba62be50786560f448ababde3f042efe_2bf6138fea995f5c0bc46002fe3fa4e4_0-1280_720	night->Day [115.0]
frame_ea67aac5a1664e441296f26ae8b97300_948d5e0ad7b6119cec60c7d552e84ea5_90000-1280_720	night->Day [99.0]
8966ec72-c555-48b4-8609-edd8d7947fc2.mov-0001	night->Day [86.0]
frame_3545cef4d37bbd2158d46381060f1ec8_8f5e4473c3e086154738445f67e353ed_90000-1280_720	night->Day [75.0]
frame_ce0698c8e7487245623e7903dd6c59a6_32ce65bb39c46d300e2b924a76ee18ad_0-1280_720	night->Twilight [61.0]
frame_3c5d5904dfa68decf4dad001f64b8072_cc0e23ba0431c1a53f7ed0da6acaed1a_30000-1280_720	night->Day [121.0]
frame_4085d1852e01f7a8e8f61c8eb18fe589_a7db9e41c7fe0136e12dc869d25c798f_60000-1280_720	night->Day [103.0]
frame_51221af1ba11bd462fa972cab0a39ce4_a84ae43914319c252542c481779b37b5_60000-1280_720	night->Day [109.0]
frame_1a10251efc7c32c56fea02f1d359bc16_3cf1a2e44b549fd3bd78085e29c8a675_30000-1280_720	night->Day [116.0]
frame_acbc38aa600083cd76fb8f046b2ab057_f786546d192f34bfbb13df3f2f906e0a_60000-1280_720	night->Day [77.0]
frame_ca680cc061117216881ea8cb21041851_b13cc4333c328b658c5969e660432c88_0-1280_720	night->Day [132.0]
frame_829cbe745e3f838f1d8425625a803e58_4a031870d6d5a81f190145795250446e_30000-1280_720	night->Day [115.0]
frame_9fc898c9b6f76491e85688a71b7e0861_28405f24f1bb14a95bd54bbaa01bbe7b_0-1280_720	night->Day [83.0]
frame_1fdb5a92d938e2cc3d6208882ff6b5e2_fe5bf42c4271f4753e9e7da1c68e5e27_60000-1280_720	night->Day [91.0]
frame_ec9420de9d8c82452522a2b58eafc824_5c063a6857d5e1211a5416e867c9c3f8_0-1280_720	night->Day [89.0]
frame_840b0e3cb37cdc2a66ac1464e616f6d7_9a826821bfb859692072da4382afc766_0-1280_720	night->Day [70.0]
frame_b1a136dd9da71dd88f5abba711146e97_89a5cd626b972636e7475bb6c4de465f_0-1280_720	night->Day [87.0]
frame_4f594d2d4b69e240fffb91eff6b09892_0728e88f43b2046ce390ff8d5819742d_30000-1280_720	night->Day [85.0]
frame_9fc898c9b6f76491e85688a71b7e0861_5eab23c3a07c5067e7997d12ee6394f1_0-1280_720	night->Day [118.0]
frame_a6148a14ab72e2ff2b92295258601dd8_5a02aaf035374650848f74eecf653ec3_0-1280_720	night->Day [169.0]
frame_c2d4b2f6241704fda5956d24b46ab455_d6e42d277bc6863b07f519c682d47298_60000-1280_720	night->Day [82.0]
frame_49e6f31ce5b00e9865fc53bb0de04634_de705cb016170b66e9fe4f1eb1cb7559_30000-1280_720	night->Day [102.0]
frame_73b5f6c2c192f3b12b0a5019c7e001a1_1a866b8b9cf9a4c13202d4a5e2134484_90000-1280_720	night->Day [101.0]
frame_6b5772e691a339df04cfa24f6974eca3_6d7a1a25d7e359977d40167ab1087271_30000-1280_720	night->Day [99.0]
frame_e6ef056c5bf5a66c7528f820ec586d1a_86e30bdf2d5bfa9c7c8314d827dad146_60000-1280_720	night->Day [92.0]
frame_395a0499b6b292c5795173b6f7fa49e6_4ae705b28e174464f1edb9d3a35670a5_90000-1280_720	night->Twilight [63.0]
frame_920019e8d97e2e7fc2f3c3e863726ced_1deac32ed852f16bf7e86263a000383b_0-1280_720	night->Day [80.0]
frame_22374a4160d3a41507da19c2d3b95d6f_936eccd040d614cba5480a759c64bbd3_30000-1280_720	night->Day [109.0]
frame_f8037f5991efae0b96779069d0762aa0_86da4efacdf3519f5065d8278f3031a2_0-1280_720	night->Day [132.0]
frame_abe89a9ac47867c1f9a51a7d9a166ff5_c831387a2fa13fe11d3ef0ab77d0d10f_30000-1280_720	night->Day [81.0]
e7da5314-ad2d-464e-b328-87b4227dfcaf.mov-0001	night->Day [73.0]
frame_0c113798962aad21461c3646cd728ef8_e17b12be893692a75d796a2308cd0fd1_90000-1280_720	night->Day [107.0]
frame_cecf1515d39eea88db3e542d3ea3f594_953648daacf2f145b387e09ef5eef172_90000-1280_720	night->Day [77.0]
frame_a3e1cd6ed1bbe99a5506387117059435_6548a48eea3dcb17fb9388b1cd196494_60000-1280_720	night->Day [90.0]
frame_3c42a12e-367c-4f57-97c2-b6987c694b96_00000-1280_720	night->Twilight [63.0]
frame_c385e8f378439035fb1dbd34c29e92f0_7837bb16abc6c8670ca8af062f00236c_90000-1280_720	night->Day [84.0]
frame_0dcfea28e8b820aafe9ce12c12786abe_a53eb091ab5976dd874b837028da457e_0-1280_720	night->Day [132.0]
frame_60c7c7f69ef8619db660e8a6fa424f77_6120d087bb95ab14159cad9ec32d4440_30000-1280_720	night->Day [100.0]
frame_5638276d5c3aa8d9e212b36d10be10c0_5a3ac92520a54d16419d3541a4d3d0e4_30000-1280_720	night->Day [128.0]
9e7f0b68-03ff-45b2-b97e-41b6fb563289.mov-0001	night->Day [103.0]
frame_cfbf5b79fafedc4a48ea66f4b56459f6_2487d16dc6165f4a921f4a46ec1e6c9c_30000-1280_720	night->Day [97.0]
frame_e175eca002f999a430b24bb0c5e4d532_280e65618facff8de8ed18b08141fdf4_30000-1280_720	night->Twilight [65.0]
frame_e6ef056c5bf5a66c7528f820ec586d1a_11f836455a22d966ead44f08e56754d3_90000-1280_720	night->Day [160.0]
frame_98d6709540185595e511f3e5a85345ed_d7d108b96fc2da356d2378d898a5df2d_90000-1280_720	night->Day [73.0]
frame_4e98535b5e4612c4f8d241a4c15fb4fb_c35a6316120cb38ada1e0b0fa0a179c3_0-1280_720	night->Day [90.0]
frame_54c97407fc761f9569ac2dbdb8111059_5870f9f549452c7ccbc9e333278404f7_90000-1280_720	night->Day [72.0]
frame_74e8d2c9c5d3735a9b8e20bb8ab71f32_6c0c55ba997239bfca04f2c934ba742f_60000-1280_720	night->Day [97.0]
frame_4ea0f24c9264d93e8804b835e6df4fb8_98c424d49ccec433f6122a7d34dd87f5_30000-1280_720	night->Day [97.0]
frame_2804332bca62c568faff7cd575c3ac29_e66a254b4de903cfdf99057ad1160519_0-1280_720	night->Day [121.0]
frame_8eda5520-33fc-4a82-81ad-ff790c5251ac_00000-1280_720	night->Day [100.0]
f857d970-c394-4666-8d42-c326f177b1ee.mov-0001	night->Day [115.0]
frame_5e81e879111b3a98f262faa2a2af1585_e1b12c651aaddd75a9a6edaedf662f11_90000-1280_720	night->Day [93.0]
frame_652f7efe0d84a94041599620c1e76f4f_5152d26c22f50fa180eeeef86dbfc474_90000-1280_720	night->Day [89.0]
91649013-cff5-47b9-9657-5b0b7b99d998.mov-0001	night->Day [75.0]
frame_528d905482780a51e10442d8a68084fb_2ebbbe9aa5af7283149a184f64503487_30000-1280_720	night->Day [103.0]
frame_1b27366ccb587fc42eed468929b3ed5d_4e7f8eb4ef14df1869eb7ed3ac585c31_30000-1280_720	night->Twilight [61.0]
frame_0b65174ef1e8f78f7a1398db60d01b8a_5f23639d5d88b9473d3f84351b94f52f_0-1280_720	night->Twilight [60.0]
frame_26443ccedea8928b20d42c7137bb3b62_a1dba019a86e9025508e607fb108165d_90000-1280_720	night->Day [70.0]
frame_0efcaf60cab9095cb48631dd9a6dc1b9_1fc3b3f4c99d150bd27c5fd5d2c21243_0-1280_720	night->Day [109.0]
frame_86717dc33da3bf4638a2cbd7f8a2ffee_ddf34cb80aae6175e26a52ecc5d364e9_60000-1280_720	night->Twilight [64.0]
frame_9e5dafa1c43df88177fd0f7b337e8945_60c4c7290474142f31bf634fee060ae8_90000-1280_720	night->Day [87.0]
frame_b68e3053a4b54347a9e43dc7c17cd1e0_590fde5e748adbf54f70365da758dfa6_30000-1280_720	night->Day [81.0]
frame_e167d0da5218801610586b8689b8b3c6_bfaf820848a8b1e5bd4f10bc2a6eb4e2_60000-1280_720	night->Day [140.0]
frame_df2936b23ebc2f86d3fbf80170bf7f7f_727a656e3d0637c6a7aa3d8de0139783_90000-1280_720	night->Day [81.0]
frame_bcb9d8aa2904259a4b3847c17ee8991e_27c713c512e783bceb00a61bbe06e5c9_90000-1280_720	night->Day [112.0]
b21d153c-842f-4eaa-8088-e314105ad42a.mov-0001	night->Day [79.0]
frame_b1c0cde56d496021d8919e62ada739c6_dd4c62a4868a56d52d328323b3938ac6_0-1280_720	night->Day [154.0]
frame_966296f5-6d94-47c2-9dbf-7125ddfab2d7_00002-1280_720	night->Day [89.0]
frame_bbe05883741c7b66cd61cffd9c3fd06d_e33e7c1d8c31e5d4b877908a9e1b7df3_0-1280_720	night->Twilight [62.0]
frame_3165ca7b594188f5b06dd36a5a3dc52e_8f281875d56f04c26b21a7f5158b4c92_30000-1280_720	night->Day [99.0]
frame_b4fab1a9c9edb366fb62978563db3598_10861b904b8f56d52fbe9e746da61353_60000-1280_720	night->Day [93.0]
frame_5bae7e14bb11df901482c280b0f72f63_6de0441ed7bea2ebb33f59d7007e8f9f_60000-1280_720	night->Day [90.0]
frame_231c178d-c3a7-4304-925a-6bfcb3fb010f_00002-1280_720	night->Twilight [66.0]
frame_cfee66e1f005b0ae9efbb5c0402e3547_2bd391d433348119226d0b7e4b1c6d2b_90000-1280_720	night->Day [95.0]
frame_a3e1cd6ed1bbe99a5506387117059435_1a7099159d6e0154682b8396cd3e5084_0-1280_720	night->Day [105.0]
incident-0-f962de49-5b84-4aa2-9b30-cdc82213e08d.mp4-0001	night->Day [112.0]
frame_c68501a4b59ddaae60028124baaa3a23_335170f067cf39c894724f203ee8187d_60000-1280_720	night->Day [84.0]
frame_5808447acccd3af80710d4f513cffd6a_609194ac3c2cc0f716ad37264ae0addc_30000-1280_720	night->Day [136.0]
7cd5c789-a4c0-452d-bcd8-79cc02df30c9.mov-0001	night->Day [73.0]
frame_74165916cb9fb51f3de0f1497dd2b7f8_7e3107a9abe2bc574e64ff42b3b9e4ae_90000-1280_720	night->Day [87.0]
frame_bbe05883741c7b66cd61cffd9c3fd06d_08f70403ea2ac96a2b62b1075b9280fb_0-1280_720	night->Day [99.0]
frame_9f5c0454-e41c-4208-874e-1a3965c80c65_00001-1280_720	night->Day [90.0]
frame_2814606119dbddcb0fa71da3c8ad8252_8752e1dd362e474ef2afd991ee7f114a_30000-1280_720	night->Day [132.0]
frame_1681a51779e0931d5460d94565643b69_538814b79067932bc7da22860eb2e41a_90000-1280_720	night->Day [92.0]
frame_4e925e79ca81d78cdadbc531ffc7c62b_0eabf7f71f7dfec035e048d47380064e_90000-1280_720	night->Twilight [61.0]
frame_4186906884a90e951340c54d605042d9_52c51a21ec33db3ccf52f190bade688a_30000-1280_720	night->Day [74.0]
frame_99c3adc54d1a4a7f0fe6f9203045e58f_c7780dacbe9c8b76eeeb0ce223b72ba2_60000-1280_720	night->Day [142.0]
frame_9897bcd84de391cb65876fbf85343e0f_58257c8e0ae4ae9fd69e9dd943c4db16_0-1280_720	night->Day [96.0]
